,algo-format-size-repetation,compression_ratio,compression_time,saving_size,total_power,cpu_utilization,energy_efficiency
164,huffman-mp4-small-low-5,1.0020827434142727,12.0,77.50390625,44.68061,0.2538969230769231,6.831987456912263
165,huffman-mp4-small-low-6,1.0128435201216972,35.0,1283.3251953125,124.1361,0.2563794444444445,40.32324009173882
166,huffman-mp4-small-low-7,1.0169129021221934,15.0,786.9140625,55.02642,0.254378125,56.21811581708479
167,huffman-mp4-small-low-8,1.0020491628485733,17.0,103.6943359375,62.56766,0.2625011111111111,6.313555111472013
168,huffman-mp4-small-low-9,1.0017128313973014,23.0,117.6435546875,82.65084999999999,0.2554008333333333,5.57312141072321
169,huffman-mp4-small-low-10,1.0032164469942275,26.0,240.6435546875,93.46684,0.2593592592592593,9.926929031127742
170,huffman-mp4-small-high-1,0.9999941807979276,15.0,-0.26953125,55.13721,0.255905625,-0.0191022492151751
171,huffman-mp4-small-high-2,1.0000624603158776,15.0,2.8720703125,54.20786,0.243095625,0.2179493922258754
172,huffman-mp4-small-high-3,1.0000088428785066,11.0,0.31640625,41.2527,0.2540633333333333,0.0301891359590097
173,huffman-mp4-small-high-4,0.9999810178192872,15.0,-0.8486328125,51.99327,0.2603466666666666,-0.0626932329418635
174,huffman-mp4-small-high-5,0.9999756951741086,10.0,-0.8251953125,37.79926,0.2537481818181818,-0.0860340793203662
175,huffman-mp4-small-high-6,1.0001460021165791,25.0,11.056640625,89.46739000000001,0.2547976923076923,0.4850236724089841
176,huffman-mp4-small-high-7,0.9999706165892224,8.0,-0.8017578125,31.223330000000004,0.2610177777777778,-0.098377072211554
177,huffman-mp4-small-high-8,1.0000274576975934,6.0,0.599609375,24.15985,0.2570814285714285,0.0965391512665274
178,huffman-mp4-small-high-9,0.9999858218457603,19.0,-0.8720703125,68.87634,0.255407,-0.049573393042799
179,huffman-mp4-large-low-1,1.0006907914051264,50.0,99.244140625,176.38658000000004,0.2586590196078431,2.1752626785495432
180,huffman-mp4-large-low-2,1.0005610223046484,20.0,34.755859375,72.26717999999998,0.2548504761904762,1.887128501546534
181,huffman-mp4-large-low-3,1.0005983008202075,29.0,51.3359375,103.84217999999998,0.2592866666666666,1.9066348025922888
182,huffman-mp4-large-low-4,1.000449186471282,29.0,39.2880859375,103.39220999999998,0.255978,1.4844665335658918
183,huffman-mp4-large-low-5,1.0035833960180558,14.0,150.12890625,51.91105999999999,0.2591386666666666,11.160205809285454
184,huffman-mp4-large-low-6,1.0082406844712446,45.0,1045.751953125,160.10522,0.2635078260869565,24.787325768831145
185,huffman-mp4-large-low-7,1.0005053671611692,19.0,28.4072265625,68.98533,0.2566095,1.6047203438527606
186,huffman-mp4-large-low-8,1.002481817875081,68.0,451.384765625,228.10879000000003,0.2581368181818181,7.665754806908811
187,huffman-mp4-large-low-9,1.0013086666156856,41.0,141.1328125,134.83026,0.2583558974358975,4.051559719320108
